,comments,score,sentiments
9764,Hancur negara Indonesia kalau penjabatnya bukan berjuang untuk rakyat,-1,negative
9765,ya allah ya rob ciptaanmu di rusak,1,positive
9766,Seperti biasa kalo nanti udah rusak gaada yg tanggung jawab,-1,negative
9767,Yaaa ampun rakusnya para pejabat dan pembuat kebijakan di negeriku ini😒,0,neutral
9768,HARUS DIBERHENTIKAN TOTAL KESELURUHAN,-1,negative
9769,"TAMBANG BANYAK, DI RAJA AMPAT (PAPUA), DI KABAENA (SULAWESI TENGGARA) TAPI YG DI CABUT PERIZINAN CUMAN 4. DAN HASILNYA GAK KELIHATAN. MALA UTANG YANG BERTAMBAH🤣🤣🤣
PAHAMKAN KENAPA PEMERINTAH TIDAK MEMFOKUSKAN MASALAH PENDIDIKAN.
BIAR WARGA MUDAH DITIPU DAN DIBODOHI. DGN BEGITU KORUPSI MUDAH DIJALANKAN BAHKAN DISEMBUNYIKAN.🤡🤡🤡💩",-1,negative
9770,"KAMI DI KALTIM SUDAH MERASAKAN AKIBAT TAMBANG BATU BARA.
BANJIR TERJADI",-1,negative
9771,Oh ternyata sudah masuk ke laut atau danau ya.,-1,negative
9772,Papua kow jangan diam keluarin segala kemampuan,-1,negative
9773,SELAMATKAN ALAM RAJA AMPAT?????,-1,negative
9774,"Raja Ampat pertahankan hak mu,jangan sampai dirampas para 0rg"" yg rakus dinegerimu,",1,positive
9775,PENJARAKAN,0,neutral
9776,Duitnya juga kaga kerasa ke rakyat.,0,neutral
9777,pejabat pejabat kita rakussssss akan cuan. save raja 4🇮🇩,-1,negative
9778,"mengeruk tanah menebang pohon sudah di pastikan merusak lingkungan. 
Ketika viral semua para pemimpin akan menjadi aktor. 
 Mereka bermain peran seperti sebuah judul:
""selamatkan dirimu dengan kekuatanmu""
Kasihan emang negeri ini, cuma beberapa pemimpin saja yang mau memajukan bangsa ini. 
 Begitu banyak contoh negara di luar sana yang mulai fokus untuk menghijaukan negaranya, 
 Dan memanfaatkan sumber lain untuk menghasilkan pendapatan negara dan tidak merusak lingkungan, tetapi negeri ini berlari secepat cepatnya untuk merusak, menggali tanah dan menebang pohon. 
 
Seharusnya pemerintah mulai membatasi investasi yang merusak lingkungan. 
 Dan mulai fokus dengan investasi ramah lingkungan dan penghijau lingkungan.
Bukankah potensi negeri ini sudah terlihat sangat terbuka di bidang Kelautan, pariwisata, dan tempat wisata internasional. 
 Negara kepulauan yang tidak dimanfaatkan semaksimal mungkin di bidang Pariwisata, perikanan, 
 Dan hasil bumi dari laut.",-1,negative
9779,"Kalau tidak dihentikan permanen maka, Kita masyarakat Bisa memastikan bahwa Pemerintah sekarang TIDAK MAMPU. Maka Cukuplah 1 Periode. Bagaimana Pendapat Kalian???",-1,negative
9780,Pecat pejabat penjilat,-1,negative
9781,HIDUP KDM,-1,negative
9782,"Lucu banget aktivis ditangkep sementara orang-orang yang kasih izin ga diapa-apain 
Bahlil Bahlil cari cuan terus ya",-1,negative
9783,"nangis gw kasian sama adat Papua gara gara hutan dia di gundulin, gw doain anak lu yang tambang nikel dan pejabat anak keturunan nya struk 

aamin",-1,negative
9784,"pembawa acaranya lebay amat sih. Raja Ampat itu nama Kabupaten seluas 71,6 m2 btw, bukan nama objek wisata. Objek wisatanya kebetulan ada di Kabupaten Raja Ampat",-1,negative
9785,"ALAM RUSAK,BENCANA DATANG , KANOHA BANGKRUT",-1,negative
9786,Omakjang ada tongkang kawan tu,-1,negative
9787,"Mentri Bahlil harus bertanggung jwb ats kerusakan Lingkungan di Raja Ampat,",0,neutral
9788,"acungkan tangan yang pilih mulyono,,

wkwkw",-1,negative
9789,Tambang udah lama kenapa baru permasalahkan lagian tambang sama tempat rekreasi jauh ko,-1,negative
9790,"Saat viral, semua berpacu menjadi pahlawan 😂😂😂",1,positive
9791,"Satu suara buat Indonesia Timur kita harus bangkit untuk lawan orang"" merusak alam kita",-1,negative
9792,Rakusnya pejabat,-1,negative
9793,"Save Raja Ampat
Untuk Indonedia",1,positive
9794,miris ketika orang2 dzolim mendominasi bangsa ini !! mari orang2 waras berakal sehat saat nya kita lawan dengan cara radikal !!,-1,negative
9795,TAMAK,0,neutral
9796,Tutup srmua tambang yg ada di raja ampat. Klu ada yg setujui itu krn utk keuntungan mereka saja,-1,negative
9797,Akibat keserakahan pemerintah semakin merusak alam,-1,negative
9798,Tambang itu diputusin bodoh👿👿👿,-1,negative
9799,"Tambang besar,kecil yg melanggar uu,merusak situs wisata,biota laut,tetap dihukum,ditutup,didenda,tdk pandang bulu pemiliknya,harus bertanggung jawab atas kerusakan yg diakibatkan.",-1,negative
9800,Dah pada tua.masih rakus,-1,negative
9801,Aasiiiiing berhasil membiysi fitnah raja empat di balik pelastaeian padahal semua tambangn utk negara,-1,negative
9802,"Wkwkwk,,,,itu yg beri ijin jaman Mulyono,,,😂😂😂😂😂😂",1,positive
9803,"Selama tdk ada Kejujuran, Kebenaran dan Keadilan dari semua fihak, cepat atau lambat akan timbul masalah, baik masalah sosial maupun masalah Alam/Ekosistem.
Pemimpin wajib utk SATYA WACANA, dan
Tidak ada DUSTA dari semua Fihak.",-1,negative
9804,Muak sama bahlul,-1,negative
9805,"Perlu diselamatkan lingkungan Raja Ampat jangan sampai nanti tinggal Raja Tiga , Raja Dua , Raja Satu dan Raja Ompong",-1,negative
9806,Tambang bikin tumbang,-1,negative
9807,"Mirisssssss
Kaya tambang tapi utang negara nambah terussssss",-1,negative
9808,Hancur SDA Indonesia,0,neutral
9809,tampaknya seluruh nkri mau dirusak oleh oknum2 pengkhianat negara,-1,negative
9810,map palsu itu pulau gag jauh dari waigeo ketauan bukan org lokal.,-1,negative
9811,"Wakil rakyat kemana ini?
Kok raja ampat bisa seperti itu",-1,negative
9812,Klo pejabat ada Terima duit alam rusak pun di bilang tidak rusak.,-1,negative
9813,agenda asing,0,neutral
9814,Penambang seperti itu tdk  memperdulikan lingkungan,-1,negative
9815,Jelas Bila Ga Ditutup Ga Di Kembalikan ke Asal Penghijoan Akan Mersk Ekosistin Limgkungan Lautan Juga Daratan,-1,negative
9816,Adanya OPM KKB karena serakahnya oligarki pemerintah,-1,negative
9817,"Freeport apa cerita nya? tambang emas di papua.hampir 1 abad,apa dampak nya utk papua? Yg kenyang amerika😀😀😀",1,positive
9818,"kalau mensejahterakan rakyat tdk masalah, tetapi utk kesejahteraan china dan para maling!😀😀😀😀😀😀😀",1,positive
9819,"Syekh Wahbah Az-Zuhaili menafsirkan lebih luas. “Dhaharal fasadu fil barri (ظهر الفساد في البر) artinya adalah suatu kondisi kacau dan rusak, seperti paceklik, minimnya tumbuhan, banyaknya kebakaran, banjir, merebaknya aksi kejahatan, perampokan dan perampasan harta secara zalim, banyaknya kemadharatan dan bencana, serta minimnya kemanfaatan dan kebaikan.”",1,positive
9820,Alhamdulilah pejabat indonesia  nomer satu  terkorop,-1,negative
9821,bagai mana tambang   kab.kolaka pualaunya sudah dirusak penambang,-1,negative
9822,Korupsi merajalela judol plnjol sebentar lagl negara bobrok,-1,negative
9823,Sedih lihat indonesia 💔,1,positive
9824,Berani ngadili apa tdk negara.,-1,negative
9825,"Bener kata KDM semua daerah yg alamnya di tambang rakyatnya tidak ada yang sejahtera, alamnya rusak rakyatnya miskin.",-1,negative
9826,"kkb, tunjukan jiwa patriot mu
hantam perusak negeri mu",-1,negative
9827,Save raja Ampat,1,positive
9828,ini Raja Ampat bos ga ada tpnpb disini adanya Barisan Merah Putih dan veteran Trikora.,-1,negative
9829,"🤣🤣🤣🤣
Makanya kita gak maju maju.",1,positive
9830,COBA YG BIKIN NKRI MISKIN TEMBAK MATI,-1,negative
9831,"Adili Mulyono,,",0,neutral
9832,Waspada hoax,-1,negative
9833,Semoga papua bisa merdeka secepatnya,1,positive
9834,Semua tambang mengancam di Banyuwangi ada tambang BSI yang sudah longsor ke laut pemerintah juga diam diam aja,-1,negative
9835,"Percuma Tanah Di Tambang Keaana Kemari Tapi Rakyat Masih Banyak Yang Miskin, Hanya Merusak Alam, Kantong Pejabat Semakin Pada Tebal,😂😂😂😂",-1,negative
9836,"gara"" ini opm tunjukkan eksistensi menantang war😌",-1,negative
9837,"kebijakan yg ugal-ugalan dan menghancurkan negara tidak boleh di di diamkan, harus bertanggung jawab dan diproses scr hukum",-1,negative
9838,Bahlul pembohong. Serakah. Turunkan !!!,-1,negative
9839,"Demi ambisi pribadi para pemangku kepentingan melakukan apa saja yang penting bisa kaya tujuh turunan tidak peduli Itu merusak lingkungan, karena memang moral mereka memang sudah sangat rusak.",-1,negative
9840,Pertambangan harus untuk kemakmuran bangsa bukan untuk pribadi2,-1,negative
9841,"Pantas Sebagian Orang Orang Papua, Ngotot Minta Memisahkan Diri, Sebab Pejabat Dan Pemerintah Tidak Punya Konsep Untuk Bangsa Dan Negara, 😂😂😂",-1,negative
9842,Didepantv ngomongnya pt ini tidak ditutup akan dilaksanakan pengawasan khusus bin ketat abis tambang apa yg terjadi bisa kebayang tanah dikeruk  bekas kerukaningkin nanti longsor mungkin gersang banyak sekali pejabat didepan tv ngomongnya bagus2 endingnya kecewa conto dulu asuransi BPJS  narasi di depan tv jika satu orang dg angsuran  sekian akan bisa membiayai orang sakit dlm pelaksanaan pemerintah tombok.gas LPG pengganti minyak tanah sosialisasi LPG persediaan dlm negri cukup eh cuman 10 th dah bersubsidi  sulit dicari mbok yo ngomong OPO anane wae sing jelas menjadikan masyarakat jengah,-1,negative
9843,Mereka ga akan bisa masuk klo ga ada orang dalam yang berkhianat pada negara ini.,-1,negative
9844,"Mana Prabowo tidur yaa,,?",-1,negative
9845,Gubernur di suap ak jamin 100%,-1,negative
9846,Wahai rakyat indonesia inilah bukti nyata pemimpin negara / mentri2nya adalah pemburu harta uang trilyunan utk menggantikan dana uang suap uang serangan fajar bansos utk menang curang capres,-1,negative
9847,Semoga para pejabat semakin kaya dengan begitu mereka akan semakin jauh dari rahmat ALLAH,-1,negative
9848,"Allah SWT setiap menciptakan sesuatu sudah dengan ketentuan""nya, termasuk keamanan, keindahan dsb.artinya jika manusia karena kerakusannya merubah ciptaan -Nya akan berdampak terjadinya perubahan yang extrim.
Maka jika tidak ada pengendalian alam bisa jadi bencana demi bencana akan muncul terutama krisis air dan badai.",-1,negative
9849,Demo. Saja. Bahlil. Kl. Metisak. Lingkungan.,-1,negative
9850,"Raja Ampat, ini kalau ngomong Gag secara lokal tau tidak pasukan PG300 pas trikora itu juga beranggotakan org Gag.",-1,negative
9851,"Kkb demo az.,",-1,negative
9852,"Ulah mulyono, bahlul dan genk solo",-1,negative
9853,Pulau penebang kalimantan barat juga sudah gundul sedih sumpah,-1,negative
9854,Pnghinat dan rakus emng,0,neutral
9855,"Gk ad unsur pidana ap takut nangkap karena rakyat pasti akan berontak,yuk ganyang penghianat negara",-1,negative
9856,Rakus nya  para oknum pejabat  ini contohnya  kalimantan rusak semua,-1,negative
9857,Sudah cukup di kalimantan yang rusak dulu sungai sungai kami bersih sekarang jadi lumpur semua yg dekat tambang,-1,negative
9858,"Harus di hentikan ! semua yg terlibat perlu di periksa dan di pidanakan , ngeri liatnya sebelum alam mengamuk !!?",-1,negative
9859,ALIANSI Penguasa dan pengusaha pembuat KERUSAKAN,-1,negative
9860,Sampai kapan siklus ini terus berlanjantut,-1,negative
9861,"Ayo bersati rakyat rj dmpat usir penjjhan ditempatmu 
Itu milik rakyat warga rj ampat bukan milik oligarki atau prmimpin yg tmk",0,neutral
9862,"Berita Kompas klo ksh informasi yang jelas dan yang bener jgn membohongi publik dan masyarakat Indonesia emang di bayar brp sih berita ini apa gak malu klo itu berita HOAX 
😮😮😮😅😅😅",-1,negative
9863,Pokoknya selama manusia2 yg msh berada di pusat kekuasaan adalah mereka generasi tua dan pernah punya kuasa di negeri ini yaaa negeri ini akan spt ini terus.,1,positive
9864,Pertambangan kalau merugikan diberhentikan saja sebelum mala petaka menghaurkanya,-1,negative
9865,Terus perjuangkan alam Indonesia dari pengkhianat2 bangsa. Ada pengkhianat bangsa ada pengkhianat negara.,-1,negative
9866,Sudah waktunya Papua untuk merderka n juga wilayah2 lainnya untuk bisa lepas dari NKRI. Semoga Batam merdeka.,-1,negative
9867,Hentikan. Secepatnya. Berbahaya,0,neutral
9868,Keberlanjutan,0,neutral
9869,Namanya juga lagi laper 😂,-1,negative
9870,Menteri ESDM mhn di cabut ijin tambang itu,-1,negative
9871,Tangkap yg memberikan ijin nya gampang ko gitu ajah repot proses hukum,-1,negative
9872,Liatin coba ni orang2 muka serakah,-1,negative
9873,Tutup sj semua tambang d raja 4 apapun alasannya klau tdk tutup mari semua rakyat Indonesia kt usir tambang yg merugikan nkri,-1,negative
9874,"Allah ciptakan bumi tuk manusia agar bisa di rawat ditanami agar hasilkan bahan pangan tuk tuk manusia dan hewan, bagaimana permukaan bumi di rusak syg TDK bisa di tanami, dan perhatian Sy terhadap penambangan nikel di raja empat, bayangkan dg diambilnya tanah dg jln dikeruk nantinya pulau akan hilang dari permukaan yg ada rata dg laut",-1,negative
9875,"Berkuasa 10 th, daya rusaknya setara seabad",1,positive
9876,"Kalau masalah merusak ekosistim atau merusak lingkungan jangankan tambang nikel pertambangan batu bara dan perkebunan sawit yg tersebar dimana mana itu juga sangat merusak lingkungan jadi tidak usah munafik lah,jadi kalau mau jujur  berlaku adil  dn tertibkan semua sektor, egoissssss !!!!!",-1,negative
9877,negara tolong di urus yg bener,-1,negative
9878,😂😂😂 bahlil 😂😂😂,1,positive
9879,Babat habis manusia manusia yg korup,0,neutral
9880,Tujuannya buat jln di Papua ya ini,1,positive
9881,namanya kekayaan alam yaitu nekel kan untuk rakyat soal pencemaran bisa diatasi,-1,negative
9882,"Simalakama, ditambang salah tdk ditambang rugi 😂",-1,negative
9883,bkhlil ya😂,1,positive
9884,Tangkap semua petinggi negara yg terlibat tambang nikel raja ampat tanpa terkecuali dan pandang bulu terurama Luhut Binsar Panjaitan,-1,negative
9885,merusak Ekosistem,0,neutral
9886,Salah pilih pemimpin,-1,negative
9887,"Harus uang semua Alam semesta di rusak, tidak pernah memikirkan akibat nya",-1,negative
9888,Hanya Ulah beberapa orang rakus  Negara rusak dan bubar,-1,negative
9889,Pejabatnya korup,-1,negative
9890,Tambang itu kegiatan yg sangat menggiurkan,0,neutral
9891,Greenpeace juga pilih tempat,-1,negative
9892,Semua akibat ulah mulyono.,-1,negative
9893,"Padahal tambang timah di babel dlu juga gitu, tapi gak ada yg viralkan",1,positive
9894,Namanya penggalian pasti ada kerusakan lingkungan lah,1,positive
9895,Dulu raja Ampat Papua menjadi pulau yg indah dipandang skrg mulai meredup,-1,negative
9896,"Pemerintah dan pejabatnya juga yang terlibat merusak negara ini,cantik jafi jelek,krna rakus",0,neutral
9897,Yang punya tambang bukan sembarang orang di negeri ini,-1,negative
9898,Stopkan saja raja ampat.,-1,negative
9899,"Semoga Pak Prabowo Segera mencabut Izin Tambang Nekel jgn Mencabut izin tambang yg lainnya demi menjaga kelestarian Alam di Raja 4. Semoga Pak Prabowo membuktikan omongannya Yaitu Hukum tidak timbang pilih.semua Sama Dimata hukum..arrtinya jgn menutup,mencabut izin tambang hanya sebagian tapi semua Izin Tambang di Raja.4 dicabut dan ditutup",-1,negative
9900,"Lanjutkan tambang ❤❤❤ bangun negara dengan hasil tambang,para prnyiyir juga oknum jurnalis kurang kerjaan",1,positive
9901,Sudah semuanya kemungkinan terlambat koar koar hutan gunung bukit sudah dikeruk sudah compang camping,-1,negative
9902,"Kroni kroni mulyono banyak pemain tambang, Nikel, Batubara, Rric tohir, luhut,",-1,negative
9903,Periksa bahlil dan junjungannya,-1,negative
9904,"Karma lambt laun pasti datang,",1,positive
9905,Semoga pemimpin yg rakus dapat karma,-1,negative
9906,Demo kita seluruhh raktat indonesia,-1,negative
9907,"Pecat Bahlil, luhut, merusak lingkungan, Raja ampat.",0,neutral
9908,Cabut usaha ijinnya ituu,-1,negative
9909,"Kapan majunya Negara kita kalo dikit2 melanggar hukum, sudah saatnya kita berbenah beralih dari negara konsumtif jadi negara produktif",-1,negative
9910,.hentikan perusakan alam.,-1,negative
9911,"Kalau tidak mampu, Prabowo turun",-1,negative
9912,"Bodo amat lah, suka-suka pemerintahan. Lihat dan tunggu aja 10 tahun kedepan, Indonesia pasti akan terpecah belah.",1,positive
9913,Lanjutkan semoga indonesia gempa tsunami biar kita mati semua.cape saya jadi rakyat indonesia d bhongi terus oemerintah,-1,negative
9914,Selamatkan lingkungan,1,positive
9915,"Masa pemerintahan paling parah 
Mulyono Selama 10 th menjabat 
Para koruptor semakin merajalela",1,positive
9916,"Habis isu ijazah palsu, beralih ke pertambangan. Habis pertambangan ke Pemaksulan Gibran selanjutnya ke IKN. Habis IKN kira2 kemana lagi, ya?",-1,negative
9917,Hukum mati para perusak alam di negeri ini. Mereka menguras kekayaan alam itu hanya untuk memperbesar perut mereka sendiri bukan untuk kesejahteraan masyarakat.,-1,negative
9918,Raja Ampat tinggal Menunggu Bencana Alam klw pengrusak Alam dan Ekosistem itu tidak di usir,-1,negative
9919,Jangan ada dusta diantara kita,-1,negative
9920,"intinya Raja Ampat dirusak demi tambang nikel sudah ditetapkan unesco sebagai kekayaan dunia yg harus dijaga , tapi dirusak demi duit cepat",-1,negative
9921,Stop penambangan di RAJA AMPAT. mari selamatkan alam raja ampat.,-1,negative
9922,Pemerintahan punyNya kemaluan sajatK tUmLu sama negara lain seperti Vietnam baru berap tahun merdeka rKyT makmur😮😮😮😮😮,-1,negative
9923,Papua harus tegas hentikan Penambangan NIKEL di RAJA  AMPAT,-1,negative
9924,"kasus ijazah palsu , pemakzulan wapres dialihkan , MANTAP. 

bdh nya rakyat konoha 😂😂😂",1,positive
9925,"Pemerintah merampok hak warga
Hanya untuk kepentingan gerombolannya
Bukan untuk kepentingan rakyatnya

KORUP",-1,negative
9926,"Wkwkwk PEMERINTAH SEDANG MENCARI KAMBING HITAM,KEMARIN2 ADA UANG MASUK KANTONG PRIBADI AMAN2 AJA",-1,negative
9927,Lah untuk apale ar yKter  urusmasarakatmasih banyakmiskin pemerintahan punyanyakdmLuan sajA rakyatmiskintKtU malu siPPun JD kepl negara sama saja😮😮😮😮😮😮,-1,negative
9928,"greenpeace ? saya ingat mereka pernah menginjak-injak bendera merah putih , saya anti greenpeace , mereka cuman alat propaganda white supremacy",-1,negative
9929,Ga bisa liat kekayaan alam dikit langsung di sikat 😢,-1,negative
9930,Negara di jajah,-1,negative
9931,Yg rakus semoga segera hancur,-1,negative
9932,"Raja Ampat itu nama Kabupaten, bukan objek wisata",-1,negative
9933,"pikiranmu jelek , itu izin dari tahun 1989",-1,negative
9934,Astagfirullahaladzim pak gubernur,0,neutral
9935,pemerintah sekarang gk ngotak. padahal semua isinya pendidikannya bagus.,-1,negative
9936,Ngikutin berita tingkah pejabat saat ini bisa bikin rakyat gila karena emosi dengan kengawurannya.,-1,negative
9937,"Ekonomi daerah katanya 😂😂😂 mungkin lebih tepatnya Ekonomi Pejabat 😁😁😁
Setau saya di sekitar tambang mau di Kalimantan,Sulawesi,Papua rakyatnya tetep aja ekonominya dari hasil jerih payah sendiri 😁✌️",1,positive
9938,"Dulu raja ampat belum terkenal dan
Menjadi tempat pariwisata dan sekarang penambang harus pindah ketempat lain yg jauh tapi lahan yg ada di rapihkan",-1,negative
9939,"media membesar besarkan
orang bodoh di beri berit mentah
semua salah
 
di adudomba media sosial 
kalian cuma korban",-1,negative
9940,Sya pusing ko ada pmabuk jd mntri aneh d ngara ini,-1,negative
9941,"Jangan di beri izin explorisasi,yg memberi izin. tangkap penjarakan.",-1,negative
9942,Banyak orang bodoh ingin merusak indo tercintaku 😢,-1,negative
9943,😭😭Nanti hujan besar itu air tanah meluap ke laut berdampak luas pencemaran lingkungan begini begini yang papua Merdeka saja lepas dari Indonesia bikin emosi saja,-1,negative
9944,"Mari kira cari tahu sejarahnya deh, sebelum berkomentar.",-1,negative
9945,"Kapan sih habis SDA Indonesia? tak sabar menunggu habis, liat nasib Indonesia gimana nanti, sudah SDM berkualitas ga punya, ekonomi terpuruk, kemiskinan 60%, pejabat negara pd korup, elit2 politik sibuk saling rebut2an kekuasaan, ditambah habis lagi SDAnya, gimana ya jadinya?🤔😅",-1,negative
9946,Giliran rakyat yang bicara cepat2 di tangkap sama penghianat2 bangsa ini.,0,neutral
9947,Izin yg sah itu rakyat. Tinggal tunggu waktu aja reformasi jilid 2 di depan mata😊,-1,negative
9948,"Jika dibawah rumah saya ada kandungan 3ton emas, saya pilih membongkar rumah yg cuma seharga 3M.
Utk apa pertahankan alam jika hasil nikel lebih membuat orang banyak sejahtera.",-1,negative
9949,"Sejarah Buruk NKRI,betapa rakus nya Mereka mulyono cs",-1,negative
9950,Efek Pesanan batre motor listrik meningkat nih,1,positive
9951,Dog dog yg rakus plus pemerintahan yg korup habislah sudah kemakmuran rakyat konoha,-1,negative
9952,Kita harus menghentikan para perusak alam,-1,negative
9953,"Meskipun IUP nya sudah ada yg d cabut d raja Ampat , akan tetapi Yg bukan ternak mulyono tetap bakal menolak aktivitas tambang Yg ada d raja ampat🙏",-1,negative
9954,"iya kalo dijadikan pariwisata, ekonomi nya berputar di masyarakat setempat, bukan di pusat dan pejabat 🤣",1,positive
9955,"Raja Ampat itu nama Kabupaten pak, bukan nama objek wisata (saja)",-1,negative
9956,"Jika membuat banyak orang/wilayah setempat sejahtera sih boleh"" saja, itu bisa dipertimbangkan. Kalau merusak lingkungan hanya demi kepentingan dan kesejahteraan untuk segelintir orang gimana?",-1,negative
9957,"Gundul sudah itu hutannya.
Pejabat rakus yaa kaya gini !!",-1,negative
9958,Lama kelamaan akan terjadi perang antara rakyat dan pemerintah kalau pejabat nya pada serakah model gitu.,-1,negative
9959,Pppppppppppp,0,neutral
9960,❤❤❤❤❤❤❤❤❤❤❤,1,positive
9961,YG PASTI TDK ADA SDIKIT PUN MANFAAT UNTUK RAKYAT   O% O% 0%,0,neutral
9962,koruptor subur makmur,1,positive
9963,"Semoga trbongkar semua nya prilaku nya ,,",-1,negative
9964,SCfeeepat yaa di hentikan merusak Alam PAPUA 😊,1,positive
9965,Satu persatu habis,-1,negative
9966,Harus maju terus bapak TNI,-1,negative
9967,"Coba di periksa dg teliti, kalau memang merusak lingkungan sebaiknya kemarin pejabat2  yg mengatakan tdk membahayakan lingkungan sebaiknya di proses hukum.",-1,negative
9968,😂,1,positive
9969,Kasus ijazah akan di tutupan raja 4 di papua,0,neutral
9970,"Pejabat yg menjadi penghianat Negari untuk menjadi penjijat yg rakus,,
Manusia gk pantas di bumi Pertiwi, jangan bertempat tinggal di negeri,, merusak negara'",-1,negative
9971,"Penat lihat negara kita dari korupsi,kekaayan di ambil orang luar nanti apa lg yg akan muncul di negara kita rakyat sudah penat di bohongin pak",-1,negative
9972,Tanda-tanda Indonesia bakal bubar kalau keindahan alam masih dirusak,-1,negative
9973,Karna IJAZAH PALSU SEMUA DI BABAT,-1,negative
9974,Save raja ampat,1,positive
9975,Liat dari map satellite itu terlihat seperti apa rusaknya yg namanya penambangan besar2an yg hanya menguntungkan negara luar…,-1,negative
9976,minding gak usah pakai pemerintah an,1,positive
9977,"Pro judi online aja aman , pro ijazah palsu jg aman, pro tambang ilegal juga aman 😂",1,positive
9978,proses hukum lawak. penyelenggara hukumnya saja terlibat. klo sakit berat udah kronis itu indonesia karena otaknya alias pemerintah rusak semua,-1,negative
9979,Luhut biang kerok nya,-1,negative
9980,😊😊😊,1,positive
9981,"Kita hanya berharap kepada dan menyumpahi mereka, hukum tak jalan",-1,negative
9982,"Diambil elit2 wong java, lalu dikasi ke asing, salah satu yg fenomenal itu wong java dr kelaurga cendana mertua prabowo, memberi giveaway tambang emas kpd Amerika. wauww🥰🤗",1,positive
9983,"Dari duulu kala di tambang gk bubar""",-1,negative
9984,Save raja ampat save raja mulyono,1,positive
9985,"9:14 dititik ini saya nangis ya Allah mereka orang2 yang rakus itu dengan tidak punya hati nurani membabat habis ekosistem yang puluhan tahun menjaga mereka..
rasa sakit dan pedihnya seperti menyaksikan saudara2 kita dipalestina dibantai tapi kita g bisa apa2 untuk langsung menolong mereka..😢😢",-1,negative
9986,"Papua tolong jangan biarkan gunung2 di tempat kalian di rusak dan ratakan..
tolonglah🙏🙏🥺
Jaga Rumah Kalian(Papua) dari orang2 yang Rakus😢😭😭
Biarkan RUMAH Kalian tetap asri🙏🥺",-1,negative
9987,Mantap sangat setuju sekali,0,neutral
9988,Masyarakat adat pasti ditindas 😢😢😢😢😢,-1,negative
9989,Sagu dan daging babi adalah makanan istimewa mereka..dibakar dalam daun❤,1,positive
9990,😢😢😢😢 Suku adat disiksa oleh pemerintah 😢😢😢😢 Juga fauna flora setempat dimusnakan. 😢😢😢😢,-1,negative
9991,Periksa morowali.banyak cina gelap disana.,-1,negative
9992,2029 pilih presiden dan wapres baru..yg jujur dan merakyat.jangan terpengaruh sogokan uang dan beras atau jabatan.bansos dll.,-1,negative
9993,Pertahankan terus hutan kalian.,1,positive
9994,"Pemerintah nya bodoh, menteri nya juga bodoh, Indonesia stupid hanya karena tambang. Bila rusak semua pemerintah atau presiden sekali pun tidak sanggup menggantikan nya",-1,negative
9995,"rakus , tamak , sombong , alam pun murka kehendak allah 😢 , padahal alam dzikir setiap hari ingat 😢",-1,negative
9996,Akibat dari salah pilih pemimpin,-1,negative
9997,JAGALAH PAPUA. JANGAN SAMPAI HANCUR SEPERTI SUMATRA DAN KALIMANTAN. PEMANGKU ADAT DAN WARGA SEKITAR BERTANGGUNG JAWAB UNTUK MENJAGA PAPUA !!! PARA PEJABAT KORUP MATI SAJA KE NERAKA!!!,-1,negative
9998,Arogansi kekuasaan....biadab...,0,neutral
9999,ah papuamah gak asik orangnya jelek2.,-1,negative
10000,Pengen sekaya apa sih oknum² itu. Toh mati ga akan dibawa secuil pun😢,-1,negative
10001,"PULAU JAWA TAMBANG UDAH HABIS....SUMATRA LAGI BERJALAN PENEBANGAN POHON DAN TAMBANG, DI KASIH PERINGATAN BANJIR BANDANG...KALIMANTAN DI BABAT HUTANNYA DAN DI AMBIL TAMBANGNYA DENGAN MENGATAS NAMAKAN IKN...BENTAR LAGI JG NYUSUL PERINGATAN YG LEBIH BESAR...SULAWESI DI KERUK TAMBANGNYA,UDAH DIKUASAI CHINA...PAPUA DI BABAT HUTANNYA DI AMBIL TAMBANGNYA....ABIS SEMUA...

RAKYAT DIJADIKAN TUMBAL DARI KESERAKAHAN PEMERINTAH DAN HANYA DAPET KEBAGIAN MUSIBAHNYA.....😢😢😢

PEMERINTAHAN INDONESIA SANGAT SANGAT PARAHHHHH DAYA RUSAKNYA🎉.....",-1,negative
10002,Desak trus pemerintah konoha bila prlu demo,-1,negative
10003,Saya BerHaRap Turus BerLakukan Red Notice Ke Indonesia Karena Darurat Deforestrasi Hutan Di Mana mana..5 Thn Ini Periode KeLam..Gelap Dan RUNYaM...Oleh Elit PeJabat nua TerMasuk Partai²kkk..!!!  WarNing Bagi PeJabat Akan Ada PerGerAkan KeKeCeWaan Atas KeLakuan Mereka..!!!☝️👋🔥,-1,negative
10004,daya hancurnya lebih parah dari VOC,0,neutral
10005,pemerintah kita paling frontal soal palestina yang direbut tanahnya tapi lupa dengan saudara kita yang juga sama sama direbut tahanhya oleh oligarki,-1,negative
10006,"​ @Naufalghifari24  ini ceritanya beda lagi pemerintah yg bekerja sama dengan oligarki .. Pemerintah la calo nya mereka jualin murah ke oligarki demi komisi untuk kantong sendiri. 
Total bastard!!",-1,negative
10007,"Itu bebetul, sumber kekayaan alam bukan dinikmati penduduk ASLI Tapi dijarah dibawa keluar pulau​ @Naufalghifari24 ",-1,negative
10008,"tepatnya ratusan tahun, kak. serakah bgt emang yaampun sampai gak bisa berkata-kata lagi",-1,negative
